user_id,level,fully_ascended,num_atlas_passives_allocated
7e67b10f-a1ac-478b-82a6-c2cf6f05a693,96,TRUE,102
1a3ecc18-3f37-490e-93d2-84388bd02784,96,TRUE,86
70bdbfd2-a64e-45ee-9247-8897bf65886b,95,TRUE,108
db0cda34-3073-420d-a9a2-36410a62936f,94,TRUE,98
5f5ab3f4-2465-4791-a34f-754f5507e72f,94,TRUE,109
e1fa9638-9720-4346-9322-d955c4ed7bf8,93,TRUE,69
cb5cc2f6-2fcb-40e4-8ea9-41ea693de9eb,94,TRUE,121
3014bfef-04e9-44ba-9b80-6f0f370393fb,94,TRUE,110
98f26e7b-0c78-4297-9fa3-7202f1356b8c,94,TRUE,122
7ac03e15-3c13-477e-a6de-b0799051ada6,93,TRUE,121
9e62dc89-4fb0-4d65-aaa5-a31eaa3bb62c,88,TRUE,100
fc29f5ff-bbfa-4c39-8261-247784d11921,78,FALSE,34
df34f4df-2cb8-4488-8bf0-9dba885b7bb5,1,FALSE,0
8a462f99-31ef-4766-bf7e-6833eb62b5ff,87,FALSE,54
64f5f056-fe23-45b7-ab5d-50a623323366,93,TRUE,98
78598e80-f4ff-4cad-ab0f-a5f2053e8821,93,TRUE,111
7dd83c21-4d4c-4369-aae1-ff4738c73047,92,TRUE,115
4efcc385-310a-4b2b-90fa-eb7b53962a04,93,TRUE,94
90e0b481-f1af-48bb-89b9-b1f7a72b01b9,91,TRUE,95
dcd3ee76-5aa4-463b-a2ad-4e84c7eeea9a,91,TRUE,91
1dac2376-fa59-4743-932c-6f414c8e9973,97,TRUE,123
15409305-5e56-44c5-a4a1-9b41e7617de9,98,TRUE,132
4b65d37f-0a37-4cfd-9f83-c54e828a7f93,96,TRUE,126
d299896b-516b-48ca-b43f-f5784de9ba8b,95,TRUE,125
2495df78-b298-4815-9025-ad8ab42b1cdc,94,TRUE,98
80a085af-e958-4851-84a4-9d62a49360d6,94,TRUE,109
a705e20a-f8f6-448a-8996-aa1a9f14ef61,93,TRUE,118
29533c08-0aba-45ae-be15-4024f0c9c44e,92,TRUE,116
8b55eb2b-5ac8-4e3d-a84f-6827c63303b3,89,TRUE,51
19b6e13a-cd06-43fe-aae8-5b4c8a325a77,88,FALSE,79
e6fc3325-7b3f-443b-871a-5d887b054c27,90,TRUE,30
a78e86b0-85d8-4cdf-8d37-dc5e2dc9aaa4,99,TRUE,119
b6fc6466-10c5-4bd1-be97-91d90eed5ac2,97,TRUE,127
423ea6a9-7100-4ee4-a345-59ca4da7b508,95,TRUE,123
31235cc9-1268-491f-a44a-fb59c0314db4,94,TRUE,122
176e16ec-254e-4dba-92ce-1e7ded3b39ae,94,TRUE,120
a87ad04b-6250-40c9-859c-00c9ed62106f,93,TRUE,100
995839da-e556-4961-8e92-d5dd4e1868e5,93,TRUE,118
a92fe841-ad21-49df-aa84-55f34c70d51d,92,TRUE,101
832d66fc-c474-4a62-a239-52497a47a6f1,90,TRUE,76
8cbc384d-0134-4e5f-a7e8-b9b8e198b159,89,TRUE,100
4873aa75-89dc-4c62-968b-669b1354350e,87,TRUE,56
8c63a18f-f78c-4b15-bca6-e38e75662fee,99,TRUE,81
21fbc12f-d9cc-4fc6-b843-7e0d406272f6,96,TRUE,108
c54cad86-e35b-4d37-a061-1da0abca4472,96,TRUE,111
8e12ab82-4b71-4291-a82f-159d21ef2732,96,TRUE,124
b7f33779-3d80-4140-bbb8-a295ef20be77,95,TRUE,130
7e0f3dc2-9707-48e3-a317-a675224ee04d,96,TRUE,125
3bd4a66b-1a41-4f37-abe0-2d4d15d5ce0c,95,TRUE,125
bb9d18a7-5c27-45d3-bf05-2d41ba541a6f,95,TRUE,127
